,texts,labels
20305,"Ahead the water-course came to an end in broken steps of rock; for out from the main range there sprang a high barren spur, thrusting eastward like a wall.",
20306,To meet it there,
20307,"Carach Angren, the Isenmouthe, beyond which lay the deep dale of Uduˆn.",
20308,In that dale behind the Morannon were the tunnels and deep armouries that the servants of Mordor had made for the defence of the Black Gate of their land; and there now their Lord was gathering in has,te great forces to meet the onslaught of the Captains of the West.
20309,"Upon the out-thrust spurs forts and towers were built, and watch-fires burned; and all across the gap an earth-wall had been raised, and a deep trench delved that could be crossed only by a single bri","dge.A few miles north, high up in the angle where the western spur branched away from the main range, stood the old castle of Durthang, now one of the many orc-holds that clustered about the dale of Uduˆn.A road, already visible in the growing light, came winding down from it, until only a mile or two from where the hobbits lay it turned east and ran along a shelf cut in the side of the spur, and so went down into the plain, and on to the Isenmouthe.To the hobbits as they looked out it seemed that all their journey north had been useless."
20310,"The plain to their right was dim and smoky, and they could see there neither camps nor troops moving; but all that region was under the vigilance of the forts of Carach Angren.‘We have come to a dead ","end, Sam,’ said Frodo."
20311,"‘If we go on, we shall only come up to that orc-tower, but the only road to take is that road that comes down from it – unless we go back.",
20312,"We can’t climb up westward, or climb down eastward.’ ‘Then we must take the road, Mr. Frodo,’ said Sam.",
20313,"‘We must take it and chance our luck, if there is any luck in Mordor.",
20314,"We might as well give ourselves up as wander about any more, or try to go back.",
20315,Our food won’t last.,
20316,"We’ve got to make a dash for it!’ ‘All right, Sam,’ said Frodo.",
20317,‘Lead me!,
20318,As long as you’ve got any hope left.,
20319,Mine is gone.,
20320,"But I can’t dash, Sam.",
20321,"I’ll just plod along after you.’ ‘Before you start any more plodding, you need sleep and food, Mr. Frodo.",
20322,"Come and take what you can get of them!’ He gave Frodo water and an additional wafer of the waybread, and he made a pillow of his cloak for his master’s head.",
20323,"Frodo was too weary to debate the matter, and Sam did not tell him that he had drunk the last drop of their water, and eaten Sam’s share of the food as well as his own.",
20324,When Frodo was asleep Sam bent over him and listened to his breathing and scanned his face.,
20325,"It was lined and thin, and yet in sleep it looked content and unafraid.",
20326,"‘Well, here goes, Master!’ Sam muttered to himself.",
20327,‘I’ll have to leave you for a bit and trust to luck.,
20328,"Water we must have, or we’ll get no further.’",
20329,"for some way as it climbed north, until he came to the rock-steps where long ago, no doubt, its spring had come gushing down in a little waterfall.",
20330,"All now seemed dry and silent; but refusing to despair Sam stooped and listened, and to his delight he caught the sound of trickling.",
20331,"Clambering a few steps up he found a tiny stream of dark water that came out from the hill-side and filled a little bare pool, from which again it spilled, and vanished then under the barren stones.Sa","m tasted the water, and it seemed good enough."
20332,"Then he drank deeply, refilled the bottle, and turned to go back.",
20333,At that moment he caught a glimpse of a black form or shadow flitting among the rocks away near Frodo’s hiding-place.,
20334,"Biting back a cry, he leapt down from the spring and ran, jumping from stone to stone.",
20335,"It was a wary creature, difficult to see, but Sam had little doubt about it: he longed to get his hands on its neck.",
20336,But it heard him coming and slipped quickly away.,
20337,"Sam thought he saw a last fleeting glimpse of it, peering back over the edge of the eastward precipice, before it ducked and disappeared.‘Well, luck did not let me down,’ muttered Sam, ‘but that was a", near thing!
20338,Isn’t it enough to have orcs by the thousand without that stinking villain coming nosing round?,
20339,I wish he had been shot!’ He sat down by Frodo and did not rouse him; but he did not dare to go to sleep himself.,
20340,"At last when he felt his eyes closing and knew that his struggle to keep awake could not go on much longer, he wakened Frodo gently.‘That Gollum’s about again, I’m afraid, Mr. Frodo,’ he said.‘Leastwa","ys, if it wasn’t him, then there’s two of him."
20341,"I went away to find some water and spied him nosing round just as I turned back.I reckon it isn’t safe for us both to sleep together, and begging your pardon, but I can’t hold up my lids much longer.’"," ‘Bless you, Sam!’ said Frodo."
20342,‘Lie down and take your proper turn!,
20343,But I’d rather have Gollum than orcs.,
20344,"At any rate he won’t give us away to them – not unless he’s caught himself.’ ‘But he might do a bit of robbery and murder on his own,’ growled Sam.",
20345,"‘Keep your eyes open, Mr. Frodo!",
20346,There’s a bottle full of water.Drink up.,
20347,We can fill it again when we go on.’ With that Sam plunged into sleep.Light was fading again when he woke.,
20348,"Frodo sat propped against the rock behind, but he had fallen asleep.",
20349,The water-bottle was empty.,
20350,"There was no sign of Gollum.Mordor-dark had returned, and the watch-fires on the heights",
20351,"spring, and then climbing warily up they came to the road at the point where it swung east towards the Isenmouthe twenty miles away.It was not a broad road, and it had no wall or parapet along the edg","e, and as it ran on the sheer drop from its brink became deeper and deeper."
20352,"The hobbits could hear no movements, and after listening for a while they set off eastward at a steady pace.After doing some twelve miles, they halted.",
20353,A short way back the road had bent a little northward and the stretch that they had passed over was now screened from sight.,
20354,This proved disastrous.,
20355,They rested for some minutes and then went on; but they had not taken many steps when suddenly in the stillness of the night they heard the sound that all along they had secretly dreaded: the noise of, marching feet.
20356,"It was still some way behind them, but looking back they could see the twinkle of torches coming round the bend less than a mile away, and they were moving fast: too fast for Frodo to escape by flight"," along the road ahead.‘I feared it, Sam,’ said Frodo."
20357,"‘We’ve trusted to luck, and it has failed us.",
20358,"We’re trapped.’ He looked wildly up at the frowning wall, where the road-builders of old had cut the rock sheer for many fathoms above their heads.",
20359,He ran to the other side and looked over the brink into a dark pit of gloom.,
20360,"‘We’re trapped at last!’ he said.He sank to the ground beneath the wall of rock and bowed his head.‘Seems so,’ said Sam.",
20361,"‘Well, we can but wait and see.’ And with that he sat down beside Frodo under the shadow of the cliff.They did not have to wait long.",
20362,The orcs were going at a great pace.,
20363,Those in the foremost files bore torches.,
20364,"On they came, red flames in the dark, swiftly growing.",
20365,"Now Sam too bowed his head, hoping that it would hide his face when the torches reached them; and he set their shields before their knees to hide their feet.‘If only they are in a hurry and will let a", couple of tired soldiers alone and pass on!’ he thought.And so it seemed that they would.
20366,"The leading orcs came loping along, panting, holding their heads down.",
20367,They were a gang of the smaller breeds being driven unwilling to their Dark Lord’s wars; all they cared for was to get the march over and escape the whip.,
20368,"Beside them, running up and down the line, went two of the large fierce uruks, cracking lashes and shouting.",
20369,"File after file passed, and the tell-tale torchlight was already some way ahead.",
20370,Sam held his breath.Now more than half the line had gone by.,
20371,Then suddenly one of the slave-drivers spied the two figures by the road-side.,
20372,"He flicked a whip at them and yelled: ‘Hi, you!",
20373,"Get up!’ They did not answer, and with a shout he halted the whole company.",
20374,the devices on their shields.,
20375,"‘Deserting, eh?’ he snarled.",
20376,‘Or thinking of it?,
20377,All your folk should have been inside Uduˆ n before yesterday evening.,
20378,You know that.,
20379,"Up you get and fall in, or I’ll have your numbers and report you.’ They struggled to their feet, and keeping bent, limping like footsore soldiers, they shuffled back towards the rear of the line.",
20380,"‘No, not at the rear!’ the slave-driver shouted.",
20381,‘Three files up.,
20382,"And stay there, or you’ll know it, when I come down the line!’ He sent his long whip-lash cracking over their heads; then with another crack and a yell he started the company off again at a brisk trot",".It was hard enough for poor Sam, tired as he was; but for Frodo it was a torment, and soon a nightmare."
20383,"He set his teeth and tried to stop his mind from thinking, and he struggled on.",
20384,"The stench of the sweating orcs about him was stifling, and he began to gasp with thirst.",
20385,"On, on they went, and he bent all his will to draw his breath and to make his legs keep going; and yet to what evil end he toiled and endured he did not dare to think.",
20386,There was no hope of falling out unseen.,
20387,"Now and again the orc-driver fell back and jeered at them.‘There now!’ he laughed, flicking at their legs.",
20388,"‘Where there’s a whip there’s a will, my slugs.",
20389,Hold up!,
20390,"I’d give you a nice freshener now, only you’ll get as much lash as your skins will carry when you come in late to your camp.",
20391,Do you good.,
20392,"Don’t you know we’re at war?’ They had gone some miles, and the road was at last running down a long slope into the plain, when Frodo’s strength began to give out and his will wavered.",
20393,He lurched and stumbled.,
20394,"Desperately Sam tried to help him and hold him up, though he felt that he could himself hardly stay the pace much longer.",
20395,"At any moment now he knew that the end would come: his master would faint or fall, and all would be discovered, and their bitter efforts be in vain.",
20396,"‘I’ll have that big slave-driving devil anyway,’ he thought.Then just as he was putting his hand to the hilt of his sword, there came an unexpected relief.",
20397,They were out on the plain now and drawing near the entrance to Uduˆn.,
20398,"Some way in front of it, before the gate at the bridge-end, the road from the west converged with others coming from the south, and from Barad-duˆr.",
20399,Along all the roads troops were moving; for the Captains of the West were advanc- ing and the Dark Lord was speeding his forces north.,
20400,"So it chanced that several companies came together at the road-meeting, in the dark beyond the light of the watch-fires on the wall.",
20401,At once there,
20402,"plied their whips, scuffles broke out and some blades were drawn.",
20403,"A troop of heavy-armed uruks from Barad-duˆ r charged into the Dur- thang line and threw them into confusion.Dazed as he was with pain and weariness, Sam woke up, grasped quickly at his chance, and th","rew himself to the ground, dragging Frodo down with him."
20404,"Orcs fell over them, snarling and cursing.Slowly on hand and knee the hobbits crawled away out of the turmoil, until at last unnoticed they dropped over the further edge of the road.It had a high kerb"," by which troop-leaders could guide themselves in black night or fog, and it was banked up some feet above the level of the open land.They lay still for a while."
20405,"It was too dark to seek for cover, if indeed there was any to find; but Sam felt that they ought at least to get further away from the highways and out of the range of torchlight.‘Come on, Mr. Frodo!’", he whispered.
20406,"‘One more crawl, and then you can lie still.’ With a last despairing effort Frodo raised himself on his hands, and struggled on for maybe twenty yards.",
20407,"Then he pitched down into a shallow pit that opened unexpectedly before them, and there he lay like a dead thing.",
20408,"Chapter 3 MOUNT DOOM Sam put his ragged orc-cloak under his master’s head, and covered them both with the grey robe of Lo´ rien; and as he did so his thoughts went out to that fair land, and to the El","ves, and he hoped that the cloth woven by their hands might have some virtue to keep them hidden beyond all hope in this wilderness of fear."
20409,He heard the scuffling and cries die down as the troops passed on through the Isenmouthe.,
20410,"It seemed that in the confusion and the mingling of many companies of various kinds they had not been missed, not yet at any rate.Sam took a sip of water, but pressed Frodo to drink, and when his mast",er had recovered a little he gave him a whole wafer of their precious waybread and made him eat it.
20411,"Then, too worn out even to feel much fear, they stretched themselves out.",
20412,"They slept a little in uneasy fits; for their sweat grew chill on them, and the hard stones bit them, and they shivered.",
20413,"Out of the north from the Black Gate through Cirith Gorgor there flowed whispering along the ground a thin cold air.In the morning a grey light came again, for in the high regions the West Wind still ","blew, but down on the stones behind the fences of the Black Land the air seemed almost dead, chill and yet stifling.Sam looked up out of the hollow."
20414,"The land all about was dreary, flat and drab-hued.",
20415,"On the roads nearby nothing was moving now; but Sam feared the watchful eyes on the wall of the Isenmouthe, no more than a furlong away northward.",
20416,"South-eastward, far off like a dark standing shadow, loomed the Mountain.",
20417,"Smokes were pouring from it, and while those that rose into the upper air trailed away eastward, great rolling clouds floated down its sides and spread over the land.A few miles to the north-east the ","foothills of the Ashen Mountains stood like sombre grey ghosts, behind which the misty northern heights rose like a line of distant cloud hardly darker than the lowering sky.Sam tried to guess the distances and to decide what way they ought to take."
20418,"‘It looks every step of fifty miles,’ he muttered gloomily, staring at the threatening mountain, ‘and that’ll take a week, if it takes a day, with Mr. Frodo as he is.’ He shook his head, and as he wor","ked things out, slowly a new dark thought grew in his mind."
20419,"came home to him at last: at best their provision would take them to their goal; and when the task was done, there they would come to an end, alone, houseless, foodless in the midst of a terrible dese","rt.There could be no return.‘So that was the job I felt I had to do when I started,’ thought Sam: ‘to help Mr. Frodo to the last step and then die with him?"
20420,"Well, if that is the job then I must do it.",
20421,"But I would dearly like to see Bywater again, and Rosie Cotton and her brothers, and the Gaffer and Marigold and all.",
20422,"I can’t think somehow that Gandalf would have sent Mr. Frodo on this errand, if there hadn’t a’ been any hope of his ever coming back at all.",
20423,Things all went wrong when he went down in Moria.,
20424,I wish he hadn’t.,
20425,"He would have done something.’ But even as hope died in Sam, or seemed to die, it was turned to a new strength.",
20426,"Sam’s plain hobbit-face grew stern, almost grim, as the will hardened in him, and he felt through all his limbs a thrill, as if he was turning into some creature of stone and steel that neither despai","r nor weariness nor endless barren miles could subdue.With a new sense of responsibility he brought his eyes back to the ground near at hand, studying the next move."
20427,As the light grew a little he saw to his surprise that what from a distance had seemed wide and featureless flats were in fact all broken and tumbled.,
20428,"Indeed the whole surface of the plains of Gorgoroth was pocked with great holes, as if, while it was still a waste of soft mud, it had been smitten with a shower of bolts and huge slingstones.",
20429,"The largest of these holes were rimmed with ridges of broken rock, and broad fissures ran out from them in all directions.",
20430,"It was a land in which it would be possible to creep from hiding to hiding, unseen by all but the most watchful eyes: possible at least for one who was strong and had no need for speed.",
20431,"For the hungry and worn, who had far to go before life failed, it had an evil look.Thinking of all these things Sam went back to his master.",
20432,He had no need to rouse him.,
20433,"Frodo was lying on his back with eyes open, staring at the cloudy sky.",
20434,"‘Well, Mr. Frodo,’ said Sam, ‘I’ve been having a look round and thinking a bit.",
20435,"There’s nothing on the roads, and we’d best be getting away while there’s a chance.",
20436,"Can you man- age it?’ ‘I can manage it,’ said Frodo.",
20437,"‘I must.’ Once more they started, crawling from hollow to hollow, flitting behind such cover as they could find, but moving always in a slant towards the foothills of the northern range.",
20438,"But as they went the most easterly of the roads followed them, until it ran off, hugging",
20439,"for the Dark Lord had almost completed the movement of his forces, and even in the fastness of his own realm he sought the secrecy of night, fearing the winds of the world that had turned against him,"," tearing aside his veils, and troubled with tidings of bold spies that had passed through his fences.The hobbits had gone a few weary miles when they halted."
20440,Frodo seemed nearly spent.,
20441,"Sam saw that he could not go much further in this fashion, crawling, stooping, now picking a doubtful way very slowly, now hurrying at a stumbling run.‘I’m going back on to the road while the light la","sts, Mr. Frodo,’ he said."
20442,‘Trust to luck again!,
20443,"It nearly failed us last time, but it didn’t quite.",
20444,"A steady pace for a few more miles, and then a rest.’ He was taking a far greater risk than he knew; but Frodo was too much occupied with his burden and with the struggle in his mind to debate, and al",most too hopeless to care.
20445,"They climbed on to the causeway and trudged along, down the hard cruel road that led to the Dark Tower itself.",
20446,"But their luck held, and for the rest of that day they met no living or moving thing; and when night fell they vanished into the darkness of Mordor.",
20447,All the land now brooded as at the coming of a great storm: for the Captains of the West had passed the Cross-roads and set flames in the deadly fields of Imlad Morgul.So the desperate journey went on,", as the Ring went south and the banners of the kings rode north."
20448,"For the hobbits each day, each mile, was more bitter than the one before, as their strength lessened and the land became more evil.",
20449,They met no enemies by day.,
20450,"At times by night, as they cowered or drowsed uneasily in some hiding beside the road, they heard cries and the noise of many feet or the swift passing of some cruelly ridden steed.",
20451,"But far worse than all such perils was the ever-approaching threat that beat upon them as they went: the dreadful menace of the Power that waited, brooding in deep thought and sleepless malice behind ",the dark veil about its Throne.
20452,"Nearer and nearer it drew, looming blacker, like the on- coming of a wall of night at the last end of the world.There came at last a dreadful nightfall; and even as the Captains of the West drew near ","to the end of the living lands, the two wanderers came to an hour of blank despair."
20453,"Four days had passed since they had escaped from the orcs, but the time lay behind them like an ever-darkening dream.",
20454,"All this last day Frodo had not spoken, but had walked half-bowed, often stumbling, as if his eyes no longer saw the way before his feet.",
20455,"Sam guessed that among all their pains he boretheworst,thegrowingweightoftheRing,aburdenonthebody",
20456,"his shrinking eyes from a dreadful Eye that sought to look in them.And sometimes his right hand would creep to his breast, clutching, and then slowly, as the will recovered mastery, it would be withdr","awn.Now as the blackness of night returned Frodo sat, his head between his knees, his arms hanging wearily to the ground where his hands lay feebly twitching."
20457,"Sam watched him, till night covered them both and hid them from one another.",
20458,He could no longer find any words to say; and he turned to his own dark thoughts.,
20459,"As for himself, though weary and under a shadow of fear, he still had some strength left.",
20460,The lembas had a virtue without which they would long ago have lain down to die.,
20461,"It did not satisfy desire, and at times Sam’s mind was filled with the memories of food, and the longing for simple bread and meats.",
20462,And yet this waybread of the Elves had a potency that increased as travellers relied on it alone and did not mingle it with other foods.,
20463,"It fed the will, and it gave strength to endure, and to master sinew and limb beyond the measure of mortal kind.",
20464,But now a new decision must be made.,
20465,"They could not follow this road any longer; for it went on eastward into the great Shadow, but the Mountain now loomed upon their right, almost due south, and they must turn towards it.",
20466,"Yet still before it there stretched a wide region of fuming, barren, ash-ridden land.‘Water, water!’ muttered Sam.",
20467,"He had stinted himself, and in his parched mouth his tongue seemed thick and swollen; but for all his care they now had very little left, perhaps half his bottle, and maybe there were still days to go",.
20468,"All would long ago have been spent, if they had not dared to follow the orc-road.",
20469,For at long intervals on that highway cisterns had been built for the use of troops sent in haste through the waterless regions.,
20470,"In one Sam had found some water left, stale, muddied by the orcs, but still sufficient for their desperate case.",
20471,Yet that was now a day ago.,
20472,"There was no hope of any more.At last wearied with his cares Sam drowsed, leaving the morrow till it came; he could do no more.",
20473,Dream and waking mingled uneasily.,
20474,"He saw lights like gloating eyes, and dark creeping shapes, and he heard noises as of wild beasts or the dreadful cries of tortured things; and he would start up to find the world all dark and only em",pty blackness all about him.
20475,"Once only, as he stood and stared wildly round, did it seem that, though now awake, he could still see pale lights like eyes; but soon they flickered and vanished.The hateful night passed slowly and r",eluctantly.
20476,Such daylight as followed was dim; for here as the Mountain drew near the air was,
20477,back not moving.,
20478,"Sam stood beside him, reluctant to speak, and yet knowing that the word now lay with him: he must set his master’s will to work for another effort.",
20479,"At length, stooping and caressing Frodo’s brow, he spoke in his ear.‘Wake up, Master!’ he said.",
20480,"‘Time for another start.’ As if roused by a sudden bell, Frodo rose quickly, and stood up and looked away southwards; but when his eyes beheld the Mountain and the desert he quailed again.‘I can’t man","age it, Sam,’ he said."
20481,"‘It is such a weight to carry, such a weight.’ Sam knew before he spoke, that it was vain, and that such words might do more harm than good, but in his pity he could not keep silent.",
20482,"‘Then let me carry it a bit for you, Master,’ he said.",
20483,"‘You know I would, and gladly, as long as I have any strength.’ A wild light came into Frodo’s eyes.",
20484,‘Stand away!,
20485,Don’t touch me!’ he cried.,
20486,"‘It is mine, I say.",
20487,Be off !’ His hand strayed to his sword-hilt.,
20488,But then quickly his voice changed.,
20489,"‘No, no, Sam,’ he said sadly.",
20490,‘But you must understand.,
20491,"It is my burden, and no one else can bear it.",
20492,"It is too late now, Sam dear.",
20493,You can’t help me in that way again.,
20494,I am almost in its power now.,
20495,"I could not give it up, and if you tried to take it I should go mad.’ Sam nodded.",
20496,"‘I understand,’ he said.",
20497,"‘But I’ve been thinking, Mr.Frodo, there’s other things we might do without.",
20498,Why not lighten the load a bit?,
20499,"We’re going that way now, as straight as we can make it.’ He pointed to the Mountain.",
20500,‘It’s no good taking anything we’re not sure to need.’ Frodo looked again towards the Mountain.,
20501,"‘No,’ he said, ‘we shan’t need much on that road.",
20502,And at its end nothing.’ Picking up his orc-shield he flung it away and threw his helmet after it.,
20503,"Then pulling off the grey cloak he undid the heavy belt and let it fall to the ground, and the sheathed sword with it.",
20504,"The shreds of the black cloak he tore off and scattered.‘There, I’ll be an orc no more,’ he cried, ‘and I’ll bear no weapon, fair or foul.",
20505,"Let them take me, if they will!’ Sam did likewise, and put aside his orc-gear; and he took out all the things in his pack.",
20506,"Somehow each of them had become dear to him, if only because he had borne them so far with so much toil.Hardest of all it was to part with his cooking-gear.",
20507,"Tears welled in his eyes at the thought of casting it away.‘Do you remember that bit of rabbit, Mr. Frodo?’ he said.",
20508,"‘And our place under the warm bank in Captain Faramir’s country, the day I saw an oliphaunt?’",
20509,"water, no sound of wind, no memory of tree or grass or flower, no image of moon or star are left to me.",
20510,"I am naked in the dark, Sam, and there is no veil between me and the wheel of fire.",
20511,"I begin to see it even with my waking eyes, and all else fades.’ Sam went to him and kissed his hand.",
20512,"‘Then the sooner we’re rid of it, the sooner to rest,’ he said haltingly, finding no better words to say.",
20513,"‘Talking won’t mend nothing,’ he muttered to himself, as he gathered up all the things that they had chosen to cast away.",
20514,He was not willing to leave them lying open in the wilderness for any eyes to see.,
20515,"‘Stinker picked up that orc-shirt, seemingly, and he isn’t going to add a sword to it.",
20516,His hands are bad enough when empty.,
20517,And he isn’t going to mess with my pans!’ With that he carried all the gear away to one of the many gaping fissures that scored the land and threw them in.,
20518,"The clatter of his precious pans as they fell down into the dark was like a death-knell to his heart.He came back to Frodo, and then of his elven-rope he cut a short piece to serve his master as a gir",dle and bind the grey cloak close about his waist.
20519,"The rest he carefully coiled and put back in his pack.Beside that he kept only the remnants of their waybread and the water-bottle, and Sting still hanging by his belt; and hidden away in a pocket of ","his tunic next his breast the phial of Galadriel and the little box that she gave him for his own.Now at last they turned their faces to the Mountain and set out, thinking no more of concealment, bending their weariness and failing wills only to the one task of going on."
20520,"In the dimness of its dreary day few things even in that land of vigilance could have espied them, save from close at hand.",
20521,"Of all the slaves of the Dark Lord, only the Nazguˆl could have warned him of the peril that crept, small but indomitable, into the very heart of his guarded realm.",
20522,"But the Nazguˆl and their black wings were abroad on other errand: they were gath- ered far away, shadowing the march of the Captains of the West, and thither the thought of the Dark Tower was turned.","That day it seemed to Sam that his master had found some new strength, more than could be explained by the small lightening of the load that he had to carry."
20523,In the first marches they went further and faster than he had hoped.,
20524,"The land was rough and hostile, and yet they made much progress, and ever the Mountain drew nearer.But as the day wore on and all too soon the dim light began to fail, Frodo stooped again, and began t","o stagger, as if the renewed effort had squandered his remaining strength.At their last halt he sank down and said: ‘I’m thirsty, Sam,’ and"
20525,"more the night of Mordor closed over them, through all his thoughts there came the memory of water; and every brook or stream or fount that he had ever seen, under green willow-shades or twinkling in ","the sun, danced and rippled for his torment behind the blindness of his eyes."
20526,"He felt the cool mud about his toes as he paddled in the Pool at Bywater with Jolly Cotton and Tom and Nibs, and their sister Rosie.",
20527,"‘But that was years ago,’ he sighed, ‘and far away.",
20528,"The way back, if there is one, goes past the Mountain.’ He could not sleep and he held a debate with himself.",
20529,"‘Well, come now, we’ve done better than you hoped,’ he said sturdily.",
20530,‘Began well anyway.,
20531,"I reckon we crossed half the distance before we stopped.One more day will do it.’ And then he paused.‘Don’t be a fool, Sam Gamgee,’ came an answer in his own voice.‘He won’t go another day like that, ",if he moves at all.
20532,"And you can’t go on much longer giving him all the water and most of the food.’ ‘I can go on a good way though, and I will.’ ‘Where to?’ ‘To the Mountain, of course.’ ‘But what then, Sam Gamgee, what ",then?
20533,"When you get there, what are you going to do?",
20534,He won’t be able to do anything for himself.’ To his dismay Sam realized that he had not got an answer to this.He had no clear idea at all.,
20535,"Frodo had not spoken much to him of his errand, and Sam only knew vaguely that the Ring had somehow to be put into the fire.",
20536,"‘The Cracks of Doom,’ he muttered, the old name rising to his mind.",
20537,"‘Well, if Master knows how to find them, I don’t.’ ‘There you are!’ came the answer.",
20538,‘It’s all quite useless.,
20539,He said so himself.,
20540,"You are the fool, going on hoping and toiling.",
20541,"You could have lain down and gone to sleep together days ago, if you hadn’t been so dogged.",
20542,"But you’ll die just the same, or worse.",
20543,You might just as well lie down now and give it up.,
20544,"You’ll never get to the top anyway.’ ‘I’ll get there, if I leave everything but my bones behind,’ said Sam.",
20545,"‘And I’ll carry Mr. Frodo up myself, if it breaks my back and heart.",
20546,"So stop arguing!’ At that moment Sam felt a tremor in the ground beneath him, and he heard or sensed a deep remote rumble as of thunder imprisoned under the earth.",
20547,There was a brief red flame that flickered under the clouds and died away.,
20548,"The Mountain too slept uneasily.The last stage of their journey to Orodruin came, and it was a",
20549,mouthful of food.,
20550,"It remained dark, not only because of the smokes of the Mountain: there seemed to be a storm coming up, and away to the south-east there was a shimmer of lightnings under the black skies.Worst of all,"," the air was full of fumes; breathing was painful and difficult, and a dizziness came on them, so that they staggered and often fell."
20551,"And yet their wills did not yield, and they struggled on.The Mountain crept up ever nearer, until, if they lifted their heavy heads, it filled all their sight, looming vast before them: a huge mass of"," ash and slag and burned stone, out of which a sheer-sided cone was raised into the clouds."
20552,Before the daylong dusk ended and true night came again they had crawled and stumbled to its very feet.With a gasp Frodo cast himself on the ground.,
20553,"Sam sat by him.To his surprise he felt tired but lighter, and his head seemed clear again.",
20554,No more debates disturbed his mind.,
20555,He knew all the argu- ments of despair and would not listen to them.,
20556,"His will was set, and only death would break it.",
20557,"He felt no longer either desire or need of sleep, but rather of watchfulness.",
20558,"He knew that all the hazards and perils were now drawing together to a point: the next day would be a day of doom, the day of final effort or disaster, the last gasp.But when would it come?",
20559,"The night seemed endless and timeless, minute after minute falling dead and adding up to no passing hour, bringing no change.",
20560,Sam began to wonder if a second darkness had begun and no day would ever reappear.,
20561,At last he groped for Frodo’s hand.,
20562,It was cold and trembling.,
20563,"His master was shivering.‘I didn’t ought to have left my blanket behind,’ muttered Sam; and lying down he tried to comfort Frodo with his arms and body.Then sleep took him, and the dim light of the la",st day of their quest found them side by side.
20564,"The wind had fallen the day before as it shifted from the West, and now it came from the North and began to rise; and slowly the light of the unseen Sun filtered down into the shadows where the hobbit",s lay.‘Now for it!
20565,Now for the last gasp!’ said Sam as he struggled to his feet.,
20566,"He bent over Frodo, rousing him gently.",
20567,Frodo groaned; but with a great effort of will he staggered up; and then he fell upon his knees again.,
20568,"He raised his eyes with difficulty to the dark slopes of Mount Doom towering above him, and then pitifully he began to crawl forward on his hands.Sam looked at him and wept in his heart, but no tears ",came to his dry and stinging eyes.
20569,"‘I said I’d carry him, if it broke my back,’ he muttered, ‘and I will!’ ‘Come, Mr. Frodo!’ he cried.",
20570,"‘I can’t carry it for you, but I can",
20571,"As Frodo clung upon his back, arms loosely about his neck, legs clasped firmly under his arms, Sam staggered to his feet; and then to his amazement he felt the burden light.",
20572,"He had feared that he would have barely strength to lift his master alone, and beyond that he had expected to share in the dreadful dragging weight of the accursed Ring.",
20573,But it was not so.,
20574,"Whether because Frodo was so worn by his long pains, wound of knife, and venomous sting, and sorrow, fear, and homeless wandering, or because some gift of final strength was given to him, Sam lifted F",rodo with no more difficulty than if he were carrying a hobbit-child pig-a-back in some romp on the lawns or hayfields of the Shire.
20575,"He took a deep breath and started off.They had reached the Mountain’s foot on its northern side, and a little to the westward; there its long grey slopes, though broken, were not sheer.",
20576,"Frodo did not speak, and so Sam struggled on as best he could, having no guidance but the will to climb as high as might be before his strength gave out and his will broke.",
20577,"On he toiled, up and up, turning this way and that to lessen the slope, often stumbling forward, and at the last crawling like a snail with a heavy burden on its back.",
20578,"When his will could drive him no further, and his limbs gave way, he stopped and laid his master gently down.Frodo opened his eyes and drew a breath.",
20579,It was easier to breathe up here above the reeks that coiled and drifted down below.,
20580,"‘Thank you, Sam,’ he said in a cracked whisper.",
20581,"‘How far is there to go?’ ‘I don’t know,’ said Sam, ‘because I don’t know where we’re going.’ He looked back, and then he looked up; and he was amazed to see how far his last effort had brought him.",
20582,The Mountain standing ominous and alone had looked taller than it was.,
20583,Sam saw now that it was less lofty than the high passes of the Ephel Du´ath which he and Frodo had scaled.,
20584,"The confused and tumbled shoulders of its great base rose for maybe three thousand feet above the plain, and above them was reared half as high again its tall central cone, like a vast oast or chimney", capped with a jagged crater.
20585,"But already Sam was more than half way up the base, and the plain of Gorgoroth was dim below him, wrapped in fume and shadow.",
20586,"As he looked up he would have given a shout, if his parched throat had allowed him; for amid the rugged humps and shoulders above him he saw plainly a path or road.",
20587,"It climbed like a rising girdle from the west and wound snakelike about the Mountain, until before it went round out of view it reached the foot of the cone upon its eastern side.",
20588,"guessed that if he could only struggle on just a little way further up, they would strike this path.",
20589,A gleam of hope returned to him.,
20590,They might conquer the Mountain yet.,
20591,"‘Why, it might have been put there a-purpose!’ he said to himself.",
20592,"‘If it wasn’t there, I’d have to say I was beaten in the end.’ The path was not put there for the purposes of Sam.",
20593,"He did not know it, but he was looking at Sauron’s Road from Barad-duˆ rtothe Sammath Naur, the Chambers of Fire.",
20594,"Out from the Dark Tower’s huge western gate it came over a deep abyss by a vast bridge of iron, and then passing into the plain it ran for a league between two smoking chasms, and so reached a long sl",oping causeway that led up on to the Mountain’s eastern side.
20595,"Thence, turning and encircling all its wide girth from south to north, it climbed at last, high in the upper cone, but still far from the reeking summit, to a dark entrance that gazed back east straig",ht to the Window of the Eye in Sauron’s shadow-mantled fortress.
20596,"Often blocked or destroyed by the tumults of the Mountain’s furnaces, always that road was repaired and cleared again by the labours of countless orcs.Sam drew a deep breath.",
20597,"There was a path, but how he was to get up the slope to it he did not know.",
20598,First he must ease his aching back.,
20599,He lay flat beside Frodo for a while.,
20600,Neither spoke.,
